2017/05/13 04:09;00 721 1
2017/05/13 04:09;00 922 2
2017/05/13 04:09;01 125 3
2017/05/13 04:09;01 329 4
2017/05/13 04:09;01 532 5
2017/05/13 04:09;01 735 6
2017/05/13 04:10;27 749 1
2017/05/13 04:10;27 952 2
2017/05/13 04:10;28 153 3
2017/05/13 04:10;28 355 4
2017/05/13 04:10;28 577 5
2017/05/13 04:10;28 798 6
2017/05/13 04:10;29 001 7
2017/05/13 04:10;29 202 8
2017/05/13 04:10;29 424 9
2017/05/13 04:10;29 627 10
2017/05/13 04:10;29 828 11
2017/05/13 04:10;30 030 12
2017/05/13 04:10;30 232 13
2017/05/13 04:11;45 950 1
2017/05/13 04:11;46 151 2
2017/05/13 04:11;46 355 3
2017/05/13 04:11;46 556 4
2017/05/13 04:11;46 760 5
2017/05/13 04:11;46 963 6
2017/05/13 04:11;47 165 7
2017/05/13 04:11;47 387 8
2017/05/18 03:33;54 672 1
2017/05/18 03:33;54 873 2
2017/05/18 03:33;55 073 3
2017/05/18 03:33;55 274 4
2017/05/18 03:33;55 475 5
2017/05/18 03:33;55 675 6
2017/05/18 03:33;55 875 7
2017/05/18 03:33;56 075 8
2017/05/18 03:33;56 276 9
2017/05/18 03:33;56 477 10
2017/05/18 03:33;56 677 11
2017/05/18 03:33;56 878 12
2017/05/18 03:33;57 078 13
2017/05/18 03:33;57 278 14
2017/05/18 03:33;57 479 15
2017/05/18 03:33;57 679 16
2017/05/18 03:33;57 880 17
2017/05/18 03:33;58 080 18
2017/05/18 03:33;58 281 19
2017/05/18 03:33;58 481 20
2017/05/18 03:33;58 682 21
2017/05/18 03:33;58 882 22
2017/05/18 03:33;59 083 23
2017/05/18 03:33;59 283 24
2017/05/18 03:33;59 483 25
2017/05/18 03:33;59 684 26
2017/05/18 03:33;59 884 27
2017/05/18 03:34;00 085 28
2017/05/18 03:34;00 285 29
2017/05/18 03:34;00 485 30
2017/05/18 03:34;00 686 31
2017/05/18 03:34;00 887 32
2017/05/18 03:34;01 087 33
2017/05/18 03:34;01 287 34
2017/05/18 03:34;01 488 35
2017/05/18 03:34;01 688 36
2017/05/18 03:34;01 889 37
2017/05/18 03:34;02 089 38
2017/05/18 03:34;02 290 39
2017/05/18 03:34;02 490 40
2017/05/18 03:34;02 690 41
2017/05/18 03:34;02 891 42
2017/05/18 03:34;03 091 43
2017/05/18 03:34;03 292 44
2017/05/18 03:34;03 492 45
2017/05/18 03:34;03 693 46
2017/05/18 03:34;03 893 47
2017/05/18 03:34;04 093 48
2017/05/18 03:34;04 294 49
2017/05/18 03:34;04 494 50
2017/05/18 03:34;04 695 51
2017/05/18 03:34;04 895 52
2017/05/18 03:34;05 096 53
2017/05/18 03:34;05 296 54
2017/05/18 03:34;05 496 55
2017/05/18 03:34;05 697 56
2017/05/18 03:34;05 897 57
2017/05/18 03:34;06 098 58
2017/05/18 03:34;06 299 59
2017/05/18 03:34;06 499 60
2017/05/18 03:34;06 699 61
2017/05/18 03:34;06 900 62
2017/05/18 03:34;07 100 63
2017/05/18 03:34;07 301 64
2017/05/18 03:34;07 501 65
2017/05/18 03:34;07 702 66
2017/05/18 03:34;07 902 67
2017/05/18 03:34;08 102 68
2017/05/18 03:34;08 303 69
2017/05/18 03:34;08 503 70
2017/05/18 03:34;08 704 71
2017/05/18 03:34;08 904 72
2017/05/18 03:34;09 105 73
2017/05/18 03:34;09 305 74
2017/05/18 03:34;09 505 75
2017/05/18 03:34;09 706 76
2017/05/18 03:34;09 906 77
2017/05/18 03:34;10 107 78
2017/05/18 03:34;10 307 79
2017/05/18 03:34;10 508 80
2017/05/18 03:34;10 750 81
2017/05/18 03:34;10 950 82
2017/05/18 03:34;11 151 83
2017/05/18 03:34;11 352 84
2017/05/18 03:34;11 552 85
2017/05/18 03:34;11 753 86
2017/05/18 03:34;11 953 87
2017/05/18 03:34;12 153 88
2017/05/18 03:34;12 354 89
2017/05/18 03:34;12 555 90
2017/05/18 03:34;12 755 91
2017/05/18 03:34;12 955 92
2017/05/18 03:34;13 156 93
2017/05/18 03:34;13 356 94
2017/05/18 03:34;13 557 95
2017/05/18 03:34;13 757 96
2017/05/18 03:34;13 958 97
2017/05/18 03:34;14 158 98
2017/05/18 03:34;14 359 99
2017/05/18 03:34;14 559 100
2017/05/18 03:34;14 760 101
2017/05/18 03:34;14 960 102
2017/05/18 03:34;15 161 103
2017/05/18 03:34;15 361 104
2017/05/18 03:34;15 561 105
2017/05/18 03:34;15 762 106
2017/05/18 03:34;15 963 107
2017/05/18 03:34;16 163 108
2017/05/18 03:34;16 364 109
2017/05/18 03:34;16 564 110
2017/05/18 03:34;16 764 111
2017/05/18 03:34;16 965 112
2017/05/18 03:34;17 166 113
2017/05/18 03:34;17 366 114
2017/05/18 03:34;17 567 115
2017/05/18 03:34;17 767 116
2017/05/18 03:34;17 968 117
2017/05/18 03:34;18 168 118
2017/05/18 03:34;18 368 119
2017/05/18 03:34;18 569 120
2017/05/18 03:34;18 769 121
2017/05/18 03:34;18 970 122
2017/05/18 03:34;19 171 123
2017/05/18 03:34;19 371 124
2017/05/18 03:34;19 572 125
2017/05/18 03:34;19 772 126
2017/05/18 03:34;19 973 127
2017/05/18 03:34;20 173 128
2017/05/18 03:34;20 373 129
2017/05/18 03:34;20 574 130
2017/05/18 03:34;20 775 131
2017/05/18 03:34;20 975 132
2017/05/18 03:34;21 175 133
2017/05/18 03:34;21 376 134
2017/05/18 03:34;21 577 135
2017/05/18 03:34;21 777 136
2017/05/18 03:34;21 978 137
2017/05/18 03:34;22 179 138
2017/05/18 03:34;22 380 139
2017/05/18 03:34;22 580 140
2017/05/18 03:34;22 781 141
2017/05/18 03:36;14 108 1
2017/05/18 03:36;14 308 2
2017/05/18 03:36;14 509 3
2017/05/18 03:36;14 709 4
2017/05/18 03:36;14 910 5
2017/05/18 03:36;15 110 6
2017/05/18 03:36;15 310 7
2017/05/18 03:36;15 511 8
2017/05/18 03:36;15 711 9
2017/05/18 03:36;15 912 10
2017/05/18 03:36;16 112 11
2017/05/18 03:36;16 313 12
2017/05/18 03:36;16 513 13
2017/05/18 03:36;16 713 14
2017/05/18 03:36;16 914 15
2017/05/18 03:36;17 114 16
2017/05/18 03:36;17 315 17
2017/05/18 03:36;17 515 18
2017/05/18 03:36;17 716 19
2017/05/18 03:36;17 916 20
2017/05/18 03:36;18 116 21
